Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60,Var1_61,Var1_62,Var1_63,Var1_64,Var1_65,Var1_66,Var1_67,Var1_68,Var1_69,Var1_70,Var1_71,Var1_72,Var1_73,Var1_74,Var1_75,Var1_76,Var1_77,Var1_78,Var1_79,Var1_80,Var1_81,Var1_82,Var1_83,Var1_84,Var1_85,Var1_86,Var1_87,Var1_88,Var1_89,Var1_90
0.73668404327754,1.31034801740467,1.07419791408222,0.0280520716431149,0.0290213650660473,0.0304660075647401,0.0017306528171816,0.40213521166174,0.625390112789878,0.705751304422864,0.00925685043218063,0.0135170073890587,0.0182311909117031,-1.92736817366365e-05,0.828127392564623,1.62052226944226,1.12552632078293,0.0316103599306007,0.0318993263286825,0.0322860171356791,0.00219365768650394,0.920572580904417,1.73695109005115,1.32845585220618,0.0329366923591091,0.0346438542480052,0.0370766962462446,0.00219365530678023,0.920572580904417,1.73695109005115,1.32845585220618,0.0329366923591091,0.0346438542480052,0.0370766962462446,0.00219365530678023,2.72558624678167,9.12309986751284,2.86090549500797,2.03983193263859,2.03952816003307,2.08742482526085,3.70576040192228,0.94144670248795,2.17212159788497,3.00331254999731,2.65601923190983e-05,4.35777454523678e-05,6.31209871598103e-05,8.85629054248473e-09,9.87976239752257,20.3011281390093,8.37709262317417,7.2015771231669,7.40148954753981,7.33923378670645,9.84831938846577,1.24961656127198,1.32556471027554,1.23669561706531,1.17412691576357,1.19373620672777,1.21698572310326,1.26753054396701,0.155599314026249,-144.693720680018,0.0606327574225597,0.00889287751580106,0.0164813507079002,0.0114300894256966,0.000335619019367227,0.00033843596503173,0.000339989951459546,1.92341646409685e-05,0.0115281390129536,0.020038792712329,0.0155760764404809,0.000422173136950835,0.000429768435279123,0.000432625234615565,2.10659437186225e-05,0.0153769083402346,0.0268873283711849,0.0209658262648959,0.000570975932382317,0.000580978331804691,0.000583406066708715,2.50421819109309e-05,32.31711361,48.89261732,37.72082548
1.53400838587693,2.43140668241812,1.5370989052023,0.0279897985006465,0.0297584389851925,0.0331169477827115,0.0387753581997137,1.04474285164122,1.0385081977924,1.01693974431084,-0.00292253138206039,-0.0107955436897577,-0.0127711921390813,0.0387753581997137,1.78636211555924,2.96653051459063,1.65954629858003,0.0332875629089758,0.0344531218997216,0.0386403083424946,0.0126730868445661,2.06940338797465,3.14299179133159,1.94631282663862,0.0334148476255175,0.036104109827577,0.0406953076806204,0.0407937261644754,2.06940338797465,3.14299179133159,1.94631282663862,0.0334148476255175,0.036104109827577,0.0406953076806204,0.0407937261644754,2.85081248271893,3.56254815582913,2.85555088936648,2.35338020854957,2.37880916034554,2.5886236309172,8.07606573640053,14.4043326419524,37.8029298890044,10.4863193147694,-1.24223005560622e-05,-4.12189677813601e-05,-5.85895014638349e-05,7.99161414460784e-05,9.42523664555041,11.120822711083,9.26577291422117,9.2484065829182,8.4424779497775,9.51418604393546,2.99335323957751,1.34901699822955,1.29266396035639,1.26622484737406,1.19382237155961,1.21323937204979,1.2288363030202,1.05205285156531,0.50973143779834,-148.916879958319,35.9268614296174,0.0148426111819121,0.0266146154545931,0.0137584917982328,0.000283459932810763,0.00028618284617101,0.000318843148985026,8.46064645161392e-05,0.0193301897887003,0.0365101580772825,0.0189933155389511,0.00036599504278999,0.000379531261838165,0.000437618381518331,8.89720129469306e-05,0.0260745525855303,0.050247733201724,0.0258754092405548,0.00050290312591846,0.000518419935043608,0.000584459947538885,9.99355468343512e-05,37.914879,49.57081504,37.72082548
2.35689310890852,3.80812756292626,2.4693320855223,0.0294278270997969,0.0316546296492382,0.0382521841849613,0.0670258137858407,1.80806442966857,2.1610408517805,1.81359588912149,-0.00446903577094995,-0.00980690104121387,-0.0115249340161501,0.0670258137858407,2.55687289018916,4.44128220825211,2.63276592624379,0.0356479794997212,0.0375512597673703,0.0458645024585093,0.0185407740257416,3.13151666195436,4.93904667079289,3.19691555306814,0.0359262095780247,0.0388098937167609,0.0472893261627038,0.0695428223048199,3.13151666195436,4.93904667079289,3.19691555306814,0.0359262095780247,0.0388098937167609,0.0472893261627038,0.0695428223048199,3.07544906522879,3.83189750671459,2.74128884978009,2.81919070621117,2.55758208265179,2.71002759207727,8.43649557821647,51.8051357731629,172.985847327775,50.9240487660023,-2.34827247316415e-05,-4.53035533494439e-05,-7.46631508460368e-05,0.000382459935997078,8.13245017043081,9.88181768640808,8.41203258293307,12.6457331020468,9.02028814002532,10.1441833498994,2.24269626104768,1.32866299711172,1.29697511156838,1.29464788142983,1.22082440732679,1.22604162951232,1.23625165909599,1.03755282296193,1.97437315006025,319.202779383812,104.684474687155,0.0217609862967823,0.0407170097289641,0.0222553230827307,0.000313868639241682,0.000312409561397716,0.00037667207442553,0.000122858902003281,0.0289552702880784,0.0564515711817789,0.0310197551021362,0.000416687264882926,0.000423217165498503,0.000525754805901506,0.000128850207432451,0.0395893366539209,0.077426575221432,0.0415084614377767,0.000579942943760542,0.000584551430812574,0.000700932515869687,0.000142393213055548,43.08790971,50.30286727,37.72082548
2.73932503993454,4.39867360800774,2.81201374309773,0.03083020398115,0.032389203166236,0.0401060634704183,0.0805224425149824,2.1585651526724,2.50619437727065,1.99632389322454,-0.000709336142402475,-0.0048302671307958,-0.00554238237750237,0.0805224425149824,2.87641628003442,5.12394370989426,3.05456511852024,0.0376900692260016,0.0393674650195455,0.0492161730710726,0.0221358277066769,3.59621966379706,5.70391173884807,3.64900679628427,0.0376958821892158,0.0396617943555812,0.0495261441919961,0.083509496634227,3.59621966379706,5.70391173884807,3.64900679628427,0.0376958821892158,0.0396617943555812,0.0495261441919961,0.083509496634227,3.15351999285012,3.71654042773406,2.71237738112045,2.88595063006322,2.56541167773812,2.6897169819938,9.72350990918958,77.7384438411084,268.737314301386,75.0978470679571,-1.1993303417108e-05,-2.70352222589815e-05,-3.69808515480868e-05,0.000663971032949861,7.37151541391075,9.86058390244166,8.56682760291468,11.2713072674049,9.0857645785499,9.40584246589172,2.44515972168878,1.31281232105373,1.29673448115454,1.29764899095568,1.22269324628094,1.22453751492493,1.23487921542153,1.03709592041609,2.24029281228185,-210.857535446219,151.276451121586,0.0245927402610206,0.0470718832933389,0.0259500734707817,0.000334161094482503,0.00032953318366322,0.000407997013232206,0.00014728451813402,0.0330412834503934,0.0653216955140634,0.0361841930977506,0.000446112369334829,0.000448269055809048,0.000570938461148636,0.00015404443859685,0.0454579382366936,0.0895174990147767,0.0482083986409413,0.000622331952804402,0.000620314553911094,0.000758778256010008,0.000169106889506593,47.8590723,51.08365203,37.84985103
3.19330682081457,4.42314053984604,2.62064972908505,0.0343677060515888,0.03671405010603,0.0469144941025028,0.0897866837894977,2.89472245014735,2.09250504551961,1.11760625860059,0.015869413369469,0.0212909022945431,0.028830333926739,0.0897866837894977,2.84983648974391,5.36160617985569,3.22285921701677,0.039108473865929,0.0399632542423861,0.0501675777081703,0.023815433732888,4.06209502318651,5.75535303376258,3.41106905210943,0.0422047548146199,0.0452801441150828,0.0578606891376592,0.0928913204726082,4.06209502318651,5.75535303376258,3.41106905210943,0.0422047548146199,0.0452801441150828,0.0578606891376592,0.0928913204726082,3.02302453383633,3.60966283051802,2.70222497270278,2.72422008276054,2.58969094640836,2.80246582780115,8.38375611653547,108.661148094982,239.68028161139,50.7993260205492,6.83937674644786e-05,0.000111465380800716,0.000231412244453463,0.000903364182079738,5.91546579634918,12.460094820323,9.01601668503741,8.86953515137993,8.48158434956158,8.43899842945765,2.28582646165419,1.27206537020151,1.30119153617554,1.30161196830388,1.22803525935851,1.23331923294526,1.23332224389418,1.03457791904186,3.30574744106405,-158.07063533002,187.866177409621,0.0247141500955608,0.0491938260462648,0.0274483177516785,0.000340088826147157,0.000329403283973283,0.000410669597683593,0.000161104409052638,0.0334892886815117,0.0682640351793805,0.0382861531609136,0.000455653243482782,0.00044527491640728,0.000572191629940068,0.000168535704712074,0.046252034557806,0.0935873562196256,0.0506886800503252,0.000632548910131903,0.000615336358231866,0.000767358610507893,0.000185319805940855,52.25032922,51.90828793,38.17266456
3.27860895784289,4.49261640449378,2.7493937509748,0.0322586184490148,0.0353169305332239,0.0433860481810215,0.095881145255107,3.00542981470142,2.08261560849966,1.1610727755031,-0.00429288066357071,-0.0153510027312851,-0.0180973712810204,0.095881145255107,2.8529813542306,5.48412960838789,3.39914913143617,0.0396091371054109,0.0406797521501344,0.0504809249137981,0.0271807965985434,4.14387969844241,5.86613936712036,3.59190434956579,0.0398401917540409,0.043478959330791,0.0536257604688705,0.099659197800269,4.14387969844241,5.86613936712036,3.59190434956579,0.0398401917540409,0.043478959330791,0.0536257604688705,0.099659197800269,2.94773677350037,3.63233462139092,2.71151404899683,2.90788787680655,2.57023737059491,2.72312130559558,9.0216404110516,113.968754097537,257.378154724814,60.2861059347025,-2.6084382355259e-05,-8.11898212642218e-05,-0.000138217153438709,0.00113951088540977,6.09304530087752,10.6801542555977,8.76268777010532,10.7355397315599,8.31387925111615,9.71895734526919,2.17994198842466,1.26391398050983,1.30572896480828,1.30643504528672,1.23502473662996,1.23110810238417,1.23601394266483,1.03940349831148,1.77055178205283,-162.056676769278,215.73200989422,0.0248787986229834,0.0506383687940096,0.0290562396958903,0.000352905507264705,0.000341385240801618,0.000422381041392016,0.00018482227976631,0.0336813246502348,0.070256741239476,0.0405503374034448,0.00047289248655123,0.000462018380372826,0.000588661590316876,0.000192729204636366,0.0465329298376805,0.0962867229064319,0.0535823488890971,0.000655448530935969,0.000637645438742825,0.000789545890512758,0.000210584366162795,56.28276562,52.77212655,38.61755643
3.35777930536482,4.60546231935274,2.88724725488015,0.0322661725798693,0.0342806283732878,0.0435229926439228,0.103638422972255,3.09013967761684,2.1669781878894,1.24708848860275,-0.00832002759202068,-0.0144322221490649,-0.0182784289939905,0.103638422972255,2.87930419833526,5.59350079355531,3.57612844500947,0.0390524736813582,0.0398664366859791,0.0507137391677749,0.0262812811710899,4.22362135545734,5.99846790008627,3.78726028613493,0.0399280469122942,0.0423975146425402,0.0539060932117619,0.106918645074204,4.22362135545734,5.99846790008627,3.78726028613493,0.0399280469122942,0.0423975146425402,0.0539060932117619,0.106918645074204,3.01068048493407,3.56520502642386,2.72769941887822,2.84292811563702,2.6137959461994,2.67983691030698,7.12966534122602,119.886846176959,277.095753106583,71.9376332585296,-4.75294385418835e-05,-7.4264107951142e-05,-0.000149288637554822,0.00136151921913192,6.11006393835722,10.3788314432869,9.27534179700358,10.2822050784436,8.48985823663406,8.62989325738775,1.85797452789221,1.25786151243148,1.30246813113201,1.31172010978053,1.23745841913723,1.23677763957143,1.23856586914386,1.03165063697301,0.878620661215848,-218.057439808262,248.362869133008,0.0251242789755999,0.0515851284090587,0.0304828583827263,0.000348456833546775,0.000330953214560938,0.00041585452685434,0.000179194703306657,0.0341550836818116,0.0715087458804161,0.0425638767878741,0.000469459037517871,0.000450063226951429,0.000580434036256001,0.00018765669204862,0.0473459982319672,0.0978884774383278,0.0560190514759359,0.000653122140940429,0.00062324040950663,0.000778324980045767,0.000206961666335941,59.97661561,53.6707451,39.17455623
3.41740472078433,4.6732000894053,2.94761881021088,0.0324286739977298,0.0334737529876373,0.0415836913800398,0.112278275967609,3.17725940712369,2.24101120640153,1.32309120774395,-0.0036723633716468,-0.00871551004548152,-0.0101284379311927,0.112278275967609,2.84291528245634,5.66188219984305,3.65828835673647,0.039837424247549,0.0402705609464233,0.0504084953804475,0.0295864144260813,4.26342294682781,6.08913600486339,3.89011990330164,0.0400054264669275,0.0412019918583228,0.0514148384943854,0.116110838691884,4.26342294682781,6.08913600486339,3.89011990330164,0.0400054264669275,0.0412019918583228,0.0514148384943854,0.116110838691884,2.9598513022686,3.57541633396197,2.754232633799,2.86241121976289,2.57663906293331,2.68378889209018,7.56213031235774,121.7298744097,292.025657543476,80.1492880303042,-2.57337038801092e-05,-4.53590128031397e-05,-7.77006776430953e-05,0.00175858588165715,5.27902957997627,10.7710709709827,9.14232897112504,10.3852535844351,8.78626764790574,8.63083030892937,2.00588716717622,1.24756161331963,1.30299064631711,1.31974999271474,1.23364361027306,1.23087458623297,1.23641833584463,1.03413449922744,3.84866322442902,-5.73279772486524,292.755698802525,0.0249082092655396,0.0523022194935773,0.0312826590989593,0.000355923756691361,0.000337265226513466,0.00041823130598021,0.000201023780953258,0.0338275798254388,0.0724211299603308,0.0436500775730806,0.000479001202678414,0.000457331632084118,0.000582526558715199,0.000210226658140866,0.0468915966602886,0.0991403772334832,0.0573156227523393,0.000665631884541557,0.00063242031694924,0.000783301496789432,0.000231553481591926,63.3512879,54.5999392,39.83415523
3.10619753127286,4.24900167319544,3.11236082459736,0.0297191891103049,0.0295918653932096,0.0392127360361025,0.115937852724505,2.84693018138648,2.09159329949554,1.97822770387004,0.00902459350698652,0.0106518325589202,0.0143403398408032,0.115937852724505,2.64438266855801,5.22321388895479,3.61120027425776,0.0353685610656874,0.0346275282179846,0.0461984800985771,0.0310992371752509,3.88554408914867,5.62632067698128,4.11746995528118,0.0365009790889063,0.0362280648442345,0.0483719731475123,0.120036260373805,3.88554408914867,5.62632067698128,4.11746995528118,0.0365009790889063,0.0362280648442345,0.0483719731475123,0.120036260373805,2.2747833666423,3.702873272214,2.76232963887027,2.80333358179908,2.55799658190486,2.66575955488165,8.79681330734327,87.9131556417643,230.627006634623,107.655259030947,2.8916811713284e-05,3.71890502810731e-05,9.11722587431476e-05,0.00195937261558977,5.4858332016551,11.9350573602068,8.54199150753675,9.8178325940111,8.64463563842018,8.49392376559597,1.99879568367875,1.2509005142234,1.32415120296953,1.32294106863842,1.22819566016523,1.22425755736736,1.23357811867494,1.03535003929251,3.1501519898157,44.8841741019607,313.562212194136,0.0233071414036171,0.048388314549073,0.030669831390081,0.000316877500685834,0.000292989533348777,0.000387138611200872,0.000210911995773309,0.0318866387923871,0.067349547659901,0.0427651582098451,0.000429351034751022,0.000397798108191398,0.000540684776260374,0.000220168164115682,0.0444354764143336,0.0926644617980634,0.0563611068024458,0.00059703836957358,0.000552374266230315,0.000723926144600783,0.000240357464398464,66.4253909,55.55571585,40.58729178
3.08273012897355,4.2522857087005,3.12362631562998,0.0289762940110915,0.0302347073025717,0.0387264795274558,0.118057891524672,2.81956213991822,2.07490544066823,1.97101301619501,-0.00263954588530233,-0.0109623462033305,-0.0131591144659821,0.118057891524672,2.63106238228866,5.25802079157226,3.64519422288549,0.0356759930253449,0.0355996439126242,0.0459911595875153,0.0318950650925138,3.85643665771903,5.65249966108052,4.1438781722091,0.0357726927221771,0.0372484871279689,0.0478356816506401,0.122290286161886,3.85643665771903,5.65249966108052,4.1438781722091,0.0357726927221771,0.0372484871279689,0.0478356816506401,0.122290286161886,2.333692453644,3.80827721939196,2.84052500967624,2.95233627162206,2.61645774032024,2.64580263802389,7.97303401213699,86.0953962663633,236.789960419031,110.458031289195,-1.3484746317665e-05,-4.65475704834933e-05,-8.55920381203899e-05,0.00207063220427498,5.95567485428706,11.4202845803225,8.75454360426552,11.7405591512587,9.10542193248379,8.72937519388705,2.07645291078241,1.25098094752884,1.32928501241463,1.32662417123136,1.23455030890024,1.23197776499727,1.23521895701173,1.03585016285277,3.85393244439605,-191.570183655421,324.80577911107,0.0232187638348713,0.0488949479424178,0.0311231691749821,0.000320266144705477,0.000300601105297547,0.000386252666041102,0.000217993102347487,0.0316809334501951,0.0680209050943621,0.0434206294769444,0.000433394276840763,0.000409993492255963,0.000539179579783549,0.000227555919256582,0.0441737039059242,0.0936006102948681,0.0571125169059675,0.000601737145226871,0.000567783513734296,0.000722472796068938,0.000249338289696234,69.21675719,56.53428648,41.42533708
